Grammar,Swedish,English,Type,Examples
en,rondell,roundabout,noun-en,
,sensationell,sensational,adjective,
en,stabilisering,stabilization,noun-en,
en,törst,thirst,noun-en,
,arkitektonisk,architectural,adjective,
,förbluffande,amazing,adverb,
en,klunga,cluster,noun-en,
att,medfölja,accompany,verb,
en,processor,processor,noun-en,
,tabu,taboo,adjective,
,vulgär,vulgar,adjective,
ett,minnesmärke,memorial,noun-ett,
en,provision,commission,noun-en,
en,blödning,bleeding,noun-en,
en,defekt,defective,noun-en,
en,disposition,disposition,noun-en,
att,koordinera,coordinate,verb,
ett,staket,fence,noun-ett,
en,hytt,cabin,noun-en,
en,kastrull,saucepan,noun-en,
en,startpunkt,point,noun-en,
en,sked,spoon,noun-en,
en,bal,bale,noun-en,
en,sandstrand,beach,noun-en,
en,stereotyp,stereotype,noun-en,
,tålmodigt,patiently,adverb,
en,arrestering,arrest,noun-en,
en,kryssning,cruise,noun-en,
att,pipa,pipe,verb,
att,gräla,quarrel,verb,
en,area,area,noun-en,
,förbipasserande,passers,adjective,
en,förlikning,conciliation,noun-en,
att,ljuda,sound,verb,
en,samexistens,coexistence,noun-en,
,terapeutisk,therapeutic,adjective,
,trendig,trendy,adjective,
en,återhållsamhet,restraint,noun-en,
en,hjort,deer,noun-en,
att,debitera,charge,verb,
att,dundra,thunder,verb,
en,kräm,cream,noun-en,
en,korrespondent,correspondent,noun-en,
en,aktualitet,timeliness,noun-en,
en,behållare,container,noun-en,
en,gruvarbetare,miner,noun-en,
en,åtstramning,austerity,noun-en,
,kontinental,continental,adjective,
,väster,west,noun,
ett,ankare,anchor,noun-ett,
en,åker,go,noun-en,
en,senator,senator,noun-en,
en,häpnad,amazement,noun-en,
en,mynning,mouth,noun-en,
,omtänksam,thoughtful,adjective,
,omåttlig,excessive,adjective,
att,rekonstruera,reconstruct,verb,
ett,maximum,maximum,noun-ett,
ett,karaktärsdrag,characteristics,noun-ett,
en,perfektion,perfection,noun-en,
ett,timmer,timber,noun-ett,
en,urin,urine,noun-en,
att,arkivera,file,verb,
,oavbruten,uninterrupted,adjective,
en,kolonn,column,noun-en,
en,appell,call,noun-en,
att,strejka,strike,verb,
en,propp,stopper,noun-en,
en,automat,automatic,noun-en,
ett,studium,study,noun-ett,
,högljudd,loud,adjective,
ett,skaldjur,seafood,noun-ett,
att,stinka,stink,verb,
,tillfreds,satisfied,adjective,
,världsomfattande,global,adjective,
en,befruktning,fertilization,noun-en,
,glänsande,shiny,adjective,
en,organisatör,organizer,noun-en,
ett,pussel,puzzle,noun-ett,
ett,vitamin,vitamin,noun-en/-ett,
en,aktning,esteem,noun-en,
en,boplats,settlement,noun-en,
,vederbörlig,due,adjective,
ett,dråp,manslaughter,noun-ett,
ett,jubileum,jubilee,noun-ett,
att,frikänna,absolve,verb,
att,hetta,heat,verb,
en,formation,formation,noun-en,
en,ridå,curtain,noun-en,
att,rådfråga,consult,verb,
att,svälla,swell,verb,
,avföring,faeces,noun-en,
en,modifikation,modification,noun-en,
ett,ordförråd,vocabulary,noun-ett,
en,tjocklek,thickness,noun-en,
en,metropol,metropolis,noun-en,
en,injektion,injection,noun-en,
,lantlig,rural,adjective,
en,veckotidning,weekly,noun-en,
en,orkester,orchestra,noun-en,
en,skruv,screw,noun-en,
ett,solsken,sunshine,noun-ett,
en,matvara,foodstuff,noun-en,
ett,regemente,regiment,noun-ett,
ett,sammanträffande,overlapping,noun-ett,
en,utstrålning,charisma,noun-en,
att,valla,wax,verb,
ett,arvode,fee,noun-ett,
,periodisk,periodic,adjective,
en,favör,favor,noun-en,
,kommunikativ,communicative,adjective,
,terminal,terminal,adjective,
ett,trappsteg,step,noun-ett,
en,paj,pie,noun-en,
att,anskaffa,procure,verb,
,mörkhyad,skinned,adjective,
en,tristess,boredom,noun-en,
en,kassett,cassette,noun-en,
en,räddare,rescuer,noun-en,
en,almanacka,calendar,noun-en,
en,accent,accent,noun-en,
en,kvällsmat,supper,noun-en,
att,bestiga,climb,verb,
,styv,stiff,adjective,
en,knekt,jack,noun-en,
en,väv,fabric,noun-en,
att,översvämma,flooding,verb,
en,örn,eagle,noun-en,
en,seglare,sailors,noun-en,
ett,spöke,ghost,noun-ett,
en,lund,grove,noun-en,
,tålmodig,patient,adjective,
en,koja,hut,noun-en,
en,lockelse,enticement,noun-en,
,lärd,learned,adjective,
en,balk,beam,noun-en,
en,åldring,aging,noun-en,
en,fullmåne,full moon,noun-en,
en,bröstkorg,chest,noun-en,
,slätt,plain,adverb,
ett,spektakel,spectacle,noun-ett,
en,ven,vein,noun-en,
en,nöt,nut,noun-en,
ett,odjur,beast,noun-ett,
en,äventyrare,adventurer,noun-en,
,bildlig,figurative,adjective,
att,rangordna,rank,verb,
en,smörgås,sandwich,noun-en,
en,hjord,flock,noun-en,
ett,vildsvin,wild boar,noun-ett,
en,bibliografi,bibliography,noun-en,
,ihärdig,persistent,adjective,
en,indignation,indignation,noun-en,
,paradoxal,paradoxical,adjective,
en,soluppgång,sunrise,noun-en,
att,grädda,bake,verb,
en,kontrovers,controversy,noun-en,
att,multiplicera,multiply,verb,
en,oförrätt,injustice,noun-en,
ett,revben,rib,noun-ett,
en,yoghurt,yoghurt,noun-en,
,delikat,delicate,adjective,
en,konsultation,consultation,noun-en,
,kväve,nitrogen,noun,
en,kvarn,grinder,noun-en,
ett,gummi,rubber,noun-ett,
en,facilitet,facility,noun-en,
,mittemot,opposite,prep,
,oenig,disagreement,adjective,
,oföränderlig,unchanging,adjective,
en,restaurering,restoration,noun-en,
,snuskig,filthy,adjective,
en,tågstation,train station,noun-en,
en,herde,shepherd,noun-en,
,kål,cabbage,noun-en,
en,tillförsel,supply,noun-en,
en,avskrivning,depreciation,noun-en,
en,bemanning,crew,noun-en,
,pytteliten,tiny,adjective,
en,cirkulation,circulation,noun-en,
,termisk,thermal,adjective,
,ömtålig,fragile,adjective,
att,koda,encode,verb,
en,kämpe,fighter,noun-en,
en,besatthet,obsession,noun-en,
en,fjärrkontroll,remote control,noun-en,
en,juvel,jewel,noun-en,
en,ponny,pony,noun-en,
att,bemanna,man,verb,
en,måtta,moderation,noun-en,
att,dekorera,decorate,verb,
en,gaffel,fork,noun-en,
en,pilgrim,pilgrim,noun-en,
att,ackumulera,accumulate,verb,
ett,getto,ghetto,noun-ett,
en,skorsten,chimney,noun-en,
en,antenn,antenna,noun-en,
en,montering,mounting,noun-en,
,synbar,apparent,adjective,
en,vrå,corner,noun-en,
att,assistera,assist,verb,
en,defensiv,defensive,noun-en,
en,videokamera,video camera,noun-en,
en,bataljon,battalion,noun-en,
en,intelligens,intelligence,noun-en,
ett,diplom,diploma,noun-ett,
en,konfiguration,configuration,noun-en,
att,efterfölja,comply,verb,
,exemplarisk,exemplary,adjective,
en,konsistens,texture,noun-en,
att,stelna,solidify,verb,
en,amortering,amortization,noun-en,
en,avskrift,copy,noun-en,
ett,bläck,ink,noun-ett,
att,restaurera,restore,verb,
ett,pulver,powder,noun-ett,
en,remsa,strip,noun-en,
en,apelsin,orange,noun-en,
,cement,cement,noun-en,
en,trailer,trailer,noun-en,
,ljum,lukewarm,adjective,
en,sammanstötning,impact,noun-en,
,stormig,stormy,adjective,
en,pina,pain,noun-en,
ett,skift,shift,noun-ett,
att,stöna,groan,verb,
en,uppsyn,countenance,noun-en,
att,återse,see again,verb,
en,elektron,electron,noun-en,
,oanvändbar,unusable,adjective,
,sömnig,sleepy,adjective,
en,emission,emission,noun-en,
en,omloppsbana,orbit,noun-en,
,blixtsnabbt,a flash,adverb,
en,brevväxling,correspondence,noun-en,
en,ventil,valve,noun-en,
att,fresta,tempt,verb,
ett,pekfinger,index finger,noun-ett,
ett,sigill,seal,noun-ett,
en,armbåge,elbow,noun-en,
,ljusblå,light blue,adjective,
ett,skaft,shaft,noun-ett,
en,paviljong,pavilion,noun-en,
,segerrik,victorious,adjective,
,skenbar,apparent,adjective,
,svartsjuk,jealous,adjective,
,mångfaldig,diverse,adjective,
ett,omlopp,circulation,noun-ett,
en,kemist,chemist,noun-en,
en,dykning,diving,noun-en,
,orörlig,immobile,adjective,
en,tagning,shooting,noun-en,
en,cykelväg,bicycle path,noun-en,
en,donator,donor,noun-en,
,förverkligande,realization,noun-ett,
en,nyck,capricious,noun-en,
ett,gränsområde,border,noun-ett,
,pittoresk,picturesque,adjective,
att,yla,howl,verb,
,disciplinär,disciplinary,adjective,
,farväl,farewell,interj,
en,pånyttfödelse,regeneration,noun-en,
en,relik,relic,noun-en,
ett,berättigande,justification,noun-ett,
en,föresats,determination,noun-en,
en,inbetalning,payment,noun-en,
att,ströva,stroll,verb,
ett,substitut,substitute,noun-ett,
,tjugonde,twentieth,numeral,
ett,arbetslag,team,noun-ett,
ett,lim,glue,noun-ett,
,läglig,timely,adjective,
en,nyttighet,utility,noun-en,
en,simhall,swimming,noun-en,
en,animation,animation,noun-en,
,väte,hydrogen,noun-ett,
,orätt,wrong,adjective,
ett,uppskov,suspension,noun-ett,
en,belägenhet,situation,noun-en,
ett,sammandrag,summary,noun-ett,
en,bensinstation,gas station,noun-en,
,gymnastik,gymnastics,noun-en,
en,kommissarie,commissar,noun-en,
en,vokal,vowel,noun-en,
en,förmyndare,guardian,noun-en,
ett,mineral,mineral,noun-ett,
ett,omnämnande,mention,noun-ett,
ett,alarm,alarm,noun-ett,
en,all,all,noun-en,
en,bergstopp,peak,noun-en,
en,navigation,navigation,noun-en,
ett,set,set,noun-ett,
,tematisk,thematic,adjective,
en,täthet,density,noun-en,
att,återupptäcka,rediscover,verb,
ett,postkontor,post office,noun-ett,
en,ärm,arm,noun-en,
ett,residens,residence,noun-ett,
ett,teleskop,telescopic,noun-ett,
en,tryckning,printing,noun-en,
ett,drickande,drinking,noun-ett,
ett,kabinett,cabinet,noun-ett,
,charmerande,charming,adjective,
ett,missfall,miscarriage,noun-ett,
,äktenskaplig,marital,adjective,
en,emigrant,emigrant,noun-en,
en,bagatell,trifle,noun-en,
en,bestämdhet,determination,noun-en,
en,aveny,avenue,noun-en,
en,hosta,cough,noun-en,
en,andedräkt,breath,noun-en,
en,bottenvåning,ground floor,noun-en,
,förtrolig,confidential,adjective,
ett,avskedande,dismissal,noun-ett,
,femtonde,fifteenth,numeral,
en,avbetalning,installment,noun-en,
en,fotgängare,pedestrian,noun-en,
en,lärarinna,teacher,noun-en,
en,terrass,terrace,noun-en,
en,monter,stand,noun-en,
,sylt,jam,noun-en,
att,kila,wedge,verb,
ett,tuggummi,chewing gum,noun-ett,
en,bildskärm,screen,noun-en,
en,eliminering,elimination,noun-en,
att,kalkylera,calculate,verb,
en,agentur,agency,noun-en,
,mellanliggande,intermediate,adjective,
en,trosa,panties,noun-en,
en,såg,saw,noun-en,
,fysiologisk,physiological,adjective,
en,uppfödning,breeding,noun-en,
att,betinga,condition the,verb,
,farförälder,grandparent,noun-en,
,råolja,crude oil,noun-en,
en,ficklampa,flashlight,noun-en,
,hårig,hairy,adjective,
ett,tvättmedel,detergent,noun-ett,
att,förorena,contaminate,verb,
en,marskalk,marshal,noun-en,
en,böjning,bending,noun-en,
en,narkoman,drug addict,noun-en,
en,upphetsning,excitement,noun-en,
ett,uppköp,buying,noun-ett,
en,mentor,mentor,noun-en,
ett,fyrverkeri,fireworks,noun-ett,
ett,kollegium,college,noun-ett,
en,spade,spade,noun-en,
en,differentiering,differentiation,noun-en,
att,infektera,infect,verb,
ett,veck,fold,noun-ett,
att,limma,glue,verb,
ett,oväsen,noise,noun-ett,
att,innesluta,enclose,verb,
ett,klädesplagg,garment,noun-ett,
en,musiker,musician,noun-en,
,smaklös,tasteless,adjective,
en,stigning,climb,noun-en,
,bravo,bravo,interj,
,hjärtlig,cordial,adjective,
,explicit,explicit,adjective,
en,idrottsman,athlete,noun-en,
en,koncession,concession,noun-en,
,ofördelaktig,disadvantageous,adjective,
,ädel,noble,adjective,
ett,epos,epic,noun-ett,
en,fasta,solid,noun-en,
en,geting,wasp,noun-en,
,hedervärd,creditable,adjective,
en,hjältinna,heroine,noun-en,
en,knipa,fix,noun-en,
ett,frågeformulär,questionnaire,noun-ett,
,densitet,density,noun-en,
att,eskortera,escort,verb,
en,rankning,ranking,noun-en,
en,servitör,waiter,noun-en,
en,svägerska,sister,noun-en,
att,förbrylla,puzzle,verb,
,skattemässig,tax,adjective,
en,tillgivenhet,affection,noun-en,
en,avkomling,descendant,noun-en,
att,diagnostisera,diagnose,verb,
en,rådman,alderman,noun-en,
att,sammanfoga,merge,verb,
ett,ögonkast,glance,noun-ett,
en,designer,designer,noun-en,
,basilika,basil,noun-en,
en,lem,limb,noun-en,
att,adressera,address,verb,
en,bagare,baker,noun-en,
ett,veckoslut,weekend,noun-ett,
att,centrera,center,verb,
ett,fotfolk,infantry,noun-ett,
en,fästmö,fiancee,noun-en,
en,illvilja,malice,noun-en,
en,inskrivning,enrollment,noun-en,
en,omkrets,circumference,noun-en,
en,självdeklaration,tax return,noun-en,
,trehundra,three hundred,numeral,
en,logo,logo,noun-en,
en,fyndighet,deposit,noun-en,
en,gästfrihet,hospitality,noun-en,
en,konfirmation,confirmation,noun-en,
ett,skär,notch,noun-ett,
en,vindruva,grape,noun-en,
en,vårdare,keeper,noun-en,
en,ådra,incur,noun-en,
,tillfredsställd,satisfied,adjective,
att,förestå,superintend,verb,
en,handflata,palm,noun-en,
en,inbillning,imagination,noun-en,
en,logg,log,noun-en,
ett,bakverk,pastry,noun-ett,
en,gratulation,greeting,noun-en,
en,kapplöpning,race,noun-en,
en,opponent,opponent,noun-en,
,betydlig,considerable,adjective,
en,matris,matrix,noun-en,
att,avdela,reserving,verb,
ett,huvudämne,major,noun-ett,
en,komplott,conspiracy,noun-en,
att,returnera,return,verb,
att,stadfästa,vindicating,verb,
,oavgjord,drawn,adjective,
,beslutsamt,decisively,adverb,
en,kupong,coupon,noun-en,
att,massera,massage,verb,
en,tändsticka,match,noun-en,
en,ädelsten,gemstone,noun-en,
,kakao,cocoa,noun,
ett,akvarium,aquarium,noun-ett,
ett,smycke,jewelry,noun-ett,
en,försvarsadvokat,attorney,noun-en,
en,knytnäve,fist,noun-en,
en,optik,optics,noun-en,
en,skolkamrat,schoolmate,noun-en,
ett,synfält,field of view,noun-ett,
,underlydande,subordinate,adjective,
en,frist,period,noun-en,
en,fyllning,filling,noun-en,
att,förvarna,warn,verb,
ett,stearinljus,candle,noun-ett,
,enhällig,unanimous,adjective,
en,insjö,lake,noun-en,
att,ledsaga,escort,verb,
ett,moderskap,maternity,noun-ett,
,undantagslöst,invariably,adverb,
,alldaglig,commonplace,adjective,
en,avslappning,relaxation,noun-en,
en,konduktör,conductor,noun-en,
ett,lågstadium,primary school,noun-ett,
,sportig,sporty,adjective,
en,utsändning,broadcast,noun-en,
en,villighet,willingness,noun-en,
en,glans,gloss,noun-en,
en,arvinge,heir,noun-en,
ett,häfte,booklet,noun-ett,
ett,mejeri,dairy,noun-ett,
att,chockera,shock,verb,
en,eskort,escort,noun-en,
ett,tabu,taboo,noun-ett,
en,avdelningschef,department,noun-en,
en,pilgrimsfärd,pilgrimage,noun-en,
,rättfram,straightforward,adjective,
en,slaktare,butcher,noun-en,
,betecknande,significant,adjective,
,patologisk,pathological,adjective,
,multimedia,multimedia,noun,
,frånskild,divorced,adjective,
en,krämpa,ailment,noun-en,
en,långsamhet,slowness,noun-en,
en,mätare,meter,noun-en,
ett,oljud,noise,noun-ett,
ett,slitage,wear,noun-ett,
en,kommendant,commandant,noun-en,
en,hök,hawk,noun-en,
en,rugby,rugby,noun-en,
ett,snöre,lace,noun-ett,
att,vidröra,touch,verb,
ett,dån,roar,noun-ett,
,sanitär,sanitary,adjective,
en,stekpanna,frying pan,noun-en,
en,idol,idol,noun-en,
en,luftkonditionering,air conditioning,noun-en,
en,svärson,svärson,noun-en,
en,tejp,tape,noun-en,
en,viskning,whisper,noun-en,
,fatal,fatal,adjective,
,arbetsam,industrious,adjective,
,korporativ,corporate,adjective,
,långfristig,long-term,adjective,
att,snarka,snore,verb,
att,tunna,barrel,verb,
en,ärta,pea,noun-en,
ett,kassaskåp,safe,noun-ett,
att,fela,err,verb,
,maskulin,masculine,adjective,
en,radie,radius,noun-en,
en,utväxling,exchange,noun-en,
en,växellåda,gearbox,noun-en,
att,ånga,steam,verb,
en,försyn,providence,noun-en,
en,glidning,sliding,noun-en,
att,planlägga,design,verb,
,feminin,feminine,adjective,
att,kodifiera,code,verb,
ett,poem,poem,noun-ett,
en,kompanjon,partner,noun-en,
,stygg,naughty,adjective,
en,anstöt,offense,noun-en,
att,betyg,grade,verb,
,defekt,defective,adjective,
,fadd,insipid,adjective,
en,sittning,sitting,noun-en,
,besk,bitter,adjective,
,rigorös,rigorous,adjective,
en,moster,aunt,noun-en,
att,gnida,rub,verb,
en,ordningsföljd,sequence,noun-en,
,ärorik,glorious,adjective,
att,gnistra,sparkle,verb,
en,pyjamas,pyjamas,noun-en,
,bergig,mountainous,adjective,
en,fuktighet,humidity,noun-en,
att,inkassera,collect,verb,
en,laglighet,legality,noun-en,
en,statist,statistically,noun-en,
,nobel,nobel,adjective,
en,beväpning,arming,noun-en,
en,gymnasist,collegians,noun-en,
,kolossal,colossal,adjective,
en,stek,steak,noun-en,
att,uppkalla,naming,verb,
att,försegla,seal,verb,
ett,konsortium,consortium,noun-ett,
en,acceptans,acceptability,noun-en,
,grammatisk,grammatical,adjective,
en,strykning,ironing,noun-en,
,kalcium,calcium,noun,
att,fasta,solid,verb,
,tillfälligtvis,temporarily,adverb,
,genomgående,through,adverb,
en,hänförelse,rapture,noun-en,
en,spårning,tracking,noun-en,
en,systerson,nephew,noun-en,
en,gunga,swing,noun-en,
en,ohyra,vermin,noun-en,
,opublicerad,unpublished,adjective,
en,idrottsplats,sports stadium,noun-en,
,elastisk,elastic,adjective,
en,arrest,arrest,noun-en,
,dill,dill,noun-en,
ett,vax,wax,noun-ett,
en,pose,pose,noun-en,
,bullrig,noisy,adjective,
,spröd,brittle,adjective,
en,tidsskrift,tidsskrift,noun-en,
ett,handfat,basin,noun-ett,
en,kork,cork,noun-en,
,immun,immune,adjective,
att,inlämna,submitting,verb,
en,projektering,projection,noun-en,
en,regelbundenhet,regularity,noun-en,
en,karavan,caravan,noun-en,
en,krabba,crab,noun-en,
ett,membran,membrane,noun-ett,
en,antikvitet,antique,noun-en,
en,brant,steep,noun-en,
,genomträngande,penetrating,adjective,
en,kemikalie,chemicals,noun-en,
,kultiverad,cultivated,adjective,
,rumslig,spatial,adjective,
en,tråkighet,tediousness,noun-en,
en,namnteckning,signature,noun-en,
,personell,personal,adjective,
en,ungkarl,bachelor,noun-en,
ett,rättfärdigande,justification,noun-ett,
att,sammankoppla,interconnect,verb,
en,aktivering,activation,noun-en,
en,mellantid,intermediate,noun-en,
en,motorbåt,powerboat,noun-en,
ett,reglemente,regulations,noun-ett,
en,decimal,decimal,noun-en,
att,mosa,mash,verb,
ett,olivträd,olive,noun-ett,
en,anskaffning,acquisition,noun-en,
att,gradera,grade,verb,
en,huva,hood,noun-en,
,lodrät,vertical,adjective,
att,brodera,embroider,verb,
en,socka,sock,noun-en,
en,systerdotter,niece,noun-en,
,turkos,turquoise,noun-en,
en,huvudrollsinnehavare,protagonist,noun-en,
,kraftlös,powerless,adjective,
en,spann,span,noun-en,
en,förbittring,resentment,noun-en,
,metallisk,metallic,adjective,
en,repertoar,repertoire,noun-en,
,avspänd,relaxed,adjective,
en,butiksägare,shopkeeper,noun-en,
